Time,Number of players,Total bets,Multiplier(Crash),Total gains,L
13:07,14105,9389725.45 LKR,1.36,865183.49 LKR,2286182
13:07,13285,8714399.49 LKR,2.45,2741763.35 LKR,2286191
13:07,14114,10191927.55 LKR,2.19,3862943.3 LKR,2286205
13:08,14389,10697859.06 LKR,1.13,838349.59 LKR,2286215
13:08,13094,8094633.35 LKR,1.45,347742.11 LKR,2286222
13:08,12798,7959742.95 LKR,1.04,0 LKR,2286232
13:09,12294,7905156.79 LKR,10.26,28692434.62 LKR,2286240
13:09,13976,8872817.55 LKR,4.87,14530886.22 LKR,2286258
13:10,12844,7249434.32 LKR,1.54,758037.31 LKR,2286274
13:10,11416,6531676.81 LKR,1.91,607180.44 LKR,2286281
13:11,12833,7854159.54 LKR,5.68,19167576.44 LKR,2286293
13:11,14395,8405095.48 LKR,2.83,5918580.25 LKR,2286308
13:11,13214,7652310.61 LKR,3.51,7700817.38 LKR,2286319
13:12,13517,8208408.8 LKR,5.63,19727725.22 LKR,2286332
13:12,13457,7650471.31 LKR,1.2,135466.52 LKR,2286345
13:13,11710,6681940.31 LKR,4.52,15253174.63 LKR,2286356
13:13,14054,7719844.02 LKR,1.82,875846.04 LKR,2286368
13:13,13620,8011331.6 LKR,3.4,8135764.78 LKR,2286378
13:14,14005,9096286.26 LKR,1,0 LKR,2286392
13:14,13616,9412550.34 LKR,1.03,0 LKR,2286399
13:14,12168,7489094.32 LKR,1.62,616131.44 LKR,2286408
13:15,13106,7830862.86 LKR,1.06,0 LKR,2286417
15:30,9433,7643541.14 LKR,1.55,2200007.81 LKR,2290494
15:30,8125,5314717.97 LKR,2.21,1261682.72 LKR,2290505
15:30,9260,6717475.23 LKR,1.59,618829.64 LKR,2290515
15:31,8579,5880110.58 LKR,5.32,9317074.61 LKR,2290525
15:31,9847,4741828.54 LKR,1.06,0 LKR,2290541
15:32,8358,3748185.67 LKR,2.09,647789.94 LKR,2290550
15:32,9298,4669679.91 LKR,1.28,167041.75 LKR,2290562
15:32,8720,6288615.76 LKR,4.68,7982963.44 LKR,2290573
15:33,9706,4960945.05 LKR,10.59,16638828.55 LKR,2290585
15:33,9773,5259420.11 LKR,2.07,1108708.8 LKR,2290603
15:34,8569,5023028.41 LKR,1.38,1436141.87 LKR,2290613
15:34,8083,5271484.59 LKR,5.98,10062921.67 LKR,2290625
15:35,10277,6583384.33 LKR,4.23,9637752.49 LKR,2290639
15:35,10233,5365060.91 LKR,1.64,598620.61 LKR,2290652
15:35,8684,4186890.11 LKR,1,0 LKR,2290662
15:35,9119,6047681.16 LKR,1.23,108530.53 LKR,2290669
15:36,6774,5271072.15 LKR,25.5,26493777.62 LKR,2290681
15:37,12932,6484486.51 LKR,3.46,6301584.13 LKR,2290707
15:37,13906,6707669.57 LKR,1.08,0 LKR,2290719
15:37,12133,6135555.8 LKR,2.53,2070033.21 LKR,2290727
15:38,14143,7457214.94 LKR,1.34,185044.87 LKR,2290739
15:38,13043,7179802.4 LKR,3.94,9660704.96 LKR,2290751
15:39,13905,6877216.01 LKR,2.25,2860008.09 LKR,2290763
15:39,13612,7551237.98 LKR,32.86,26328418.98 LKR,2290775
15:40,13815,5625096.28 LKR,1.2,145815.95 LKR,2290802
15:40,12076,5791881.22 LKR,3.23,6209376.05 LKR,2290811
15:41,14155,8024289.36 LKR,2.85,6847595.13 LKR,2290823
15:41,14034,6739658.26 LKR,31.49,23509054.68 LKR,2290835
15:42,13110,5243929.99 LKR,1.95,1149520.23 LKR,2290860
15:42,12829,6539946.14 LKR,1.45,650556.59 LKR,2290873
15:43,12445,5623270.08 LKR,3.69,6242164.72 LKR,2290879
15:43,15395,8049755.42 LKR,4.2,15806654.59 LKR,2290894
15:43,14874,5736425.6 LKR,1.72,1016733.58 LKR,2290911
15:44,14021,5700815.01 LKR,1.76,785150.5 LKR,2290921
15:44,14894,6558532.5 LKR,7.78,15716706.56 LKR,2290930
15:45,15467,6585234.33 LKR,1,0 LKR,2290948
15:45,14540,6410514.8 LKR,1.85,1267525.14 LKR,2290958
15:45,15683,7512004.38 LKR,1,0 LKR,2290969
15:45,15524,8459687.9 LKR,1.11,155943.03 LKR,2290974
15:46,13071,6747355.31 LKR,1.58,314940.49 LKR,2290983
15:46,13195,7991998.58 LKR,1.24,0 LKR,2290995
15:47,11986,6877374.65 LKR,4.3,8012882.66 LKR,2291008
15:47,14170,7083667.11 LKR,1.09,0 LKR,2291019
15:47,12406,6809740.75 LKR,1.8,377141.99 LKR,2291027
15:48,12646,6988499.61 LKR,5.29,14555363.97 LKR,2291037
15:48,12949,6419155.48 LKR,1.54,495881.93 LKR,2291050
15:48,11748,5786588.38 LKR,8.17,13374597.78 LKR,2291061
15:49,12524,5674444.35 LKR,7.11,15827877.21 LKR,2291076
15:49,12579,5842271.91 LKR,1.01,0 LKR,2291091
15:50,11254,6727489.78 LKR,2.51,2467101.61 LKR,2291102
15:50,12911,7763456.48 LKR,7.28,16907946.84 LKR,2291112
15:51,12888,6781696.13 LKR,1.37,358954.19 LKR,2291130
15:51,11155,6645711.23 LKR,4.9,7454445.95 LKR,2291138
15:51,12335,7209765.77 LKR,2.21,3456010.36 LKR,2291153
15:52,12479,5350519.93 LKR,2.23,1623660.42 LKR,2291164
15:52,13500,8278904.04 LKR,2.24,2921935.8 LKR,2291173
15:52,13688,6684392.59 LKR,1.57,552970.22 LKR,2291185
15:53,12720,5900806.19 LKR,1.61,471278.43 LKR,2291194
15:53,13131,6877943.96 LKR,9.71,17476080.36 LKR,2291207
15:54,13531,5426882.97 LKR,1.06,0 LKR,2291221
15:54,12434,5359637.71 LKR,7.03,14009750.6 LKR,2291230
15:55,13244,6290710.58 LKR,1.66,573653.67 LKR,2291248
15:55,13208,6044426.86 LKR,1.78,1125336.78 LKR,2291260
15:55,13879,7147687.94 LKR,3.66,8240641.17 LKR,2291271
15:56,14335,6285924.59 LKR,1.23,213072.2 LKR,2291281
15:56,12975,5509310.44 LKR,1.66,883853.3 LKR,2291290
15:56,13793,5830834.96 LKR,1.78,709698.73 LKR,2291300
15:57,14256,7834413.3 LKR,1.41,1223886.39 LKR,2291310
15:57,13032,6213391.09 LKR,1.25,0 LKR,2291318
15:57,11594,6128361.01 LKR,1.15,57627.7 LKR,2291327
15:58,8831,3735329.37 LKR,1.23,155810.91 LKR,2291337
15:58,8701,4456104.2 LKR,1.95,2233289.02 LKR,2291347
15:58,10899,6844361.99 LKR,2.31,4999827.39 LKR,2291356
15:59,11855,6570027.41 LKR,1.39,331323.86 LKR,2291368
15:59,11155,6961105.02 LKR,1.08,0 LKR,2291379
16:00,10274,5382431.57 LKR,12.3,16023188.39 LKR,2291388
16:00,11866,5149258.34 LKR,2.2,3343502.93 LKR,2291407
16:00,10921,5057952.55 LKR,10.75,13673078.53 LKR,2291418
16:01,11108,4922542.8 LKR,1.08,35706.81 LKR,2291432
16:01,10105,4869457.16 LKR,3.26,5152193.16 LKR,2291443
16:02,11570,5906740.09 LKR,6.26,11400349.13 LKR,2291455
16:02,11744,5517205.06 LKR,7.69,13640127.58 LKR,2291467
16:03,11136,4456125.08 LKR,1.87,884915.93 LKR,2291483
16:03,11839,6690699.75 LKR,1.35,617429.97 LKR,2291497
16:03,10727,7105487.06 LKR,2.9,8237520.79 LKR,2291507
16:04,11541,6415564.33 LKR,1.47,770360.03 LKR,2291518
16:04,10456,6481433.75 LKR,1.67,1486809.72 LKR,2291527
16:04,10060,6905636.46 LKR,1.82,2542053.09 LKR,2291536
16:05,10020,5544268.23 LKR,4.3,8635785.6 LKR,2291547
16:05,11018,6688794.36 LKR,2.24,2317143.53 LKR,2291559
16:06,10312,4469241.34 LKR,1.89,1732300.64 LKR,2291572
16:06,9940,6926346.87 LKR,1.07,0 LKR,2291585
16:06,8886,6782413.42 LKR,1.13,119227.66 LKR,2291595
16:07,8092,7292534.98 LKR,3.03,7790118.84 LKR,2291602
16:07,10267,7629545.94 LKR,1.1,0 LKR,2291615
16:07,8648,6574222.18 LKR,9.06,14468008.37 LKR,2291626
16:08,9878,6574122.15 LKR,3.57,7843988.83 LKR,2291644
16:08,9510,7251769.7 LKR,1.08,63648.61 LKR,2291652
16:09,7958,7806397.27 LKR,13.12,27759615.95 LKR,2291661
16:09,10236,5716322.33 LKR,1.12,108838.95 LKR,2291681
16:09,8876,4237213.83 LKR,3.34,3992203.95 LKR,2291687
16:10,9554,6672322.59 LKR,10.41,20062822.42 LKR,2291699
16:10,9801,6496507.01 LKR,4.57,8606728.15 LKR,2291718
16:11,10092,5799855.92 LKR,7.44,14909742.03 LKR,2291729
16:12,10497,5187703.08 LKR,16.86,28061013.31 LKR,2291743
16:12,10787,5171753.6 LKR,19.48,28336478.05 LKR,2291766
16:13,11482,6502160.23 LKR,1.05,0 LKR,2291787
16:13,8012,4067522.47 LKR,2.19,1405727.22 LKR,2291797
16:13,10247,4920742.82 LKR,1.16,125041.03 LKR,2291810
16:14,9077,5419939.97 LKR,1.93,2584586.54 LKR,2291817
16:14,10221,7750802.54 LKR,1.45,467317.8 LKR,2291830
16:14,9603,7454201.72 LKR,1.02,0 LKR,2291839
16:15,10231,8657187.99 LKR,1.27,243149.53 LKR,2291848
16:15,9048,7764872.06 LKR,1.43,534277.67 LKR,2291857
16:15,8703,6490549.93 LKR,2.17,1949680.15 LKR,2291868
16:16,10750,9352653.57 LKR,3.08,11395610.17 LKR,2291879
16:16,11818,9632558.82 LKR,1.25,188666.64 LKR,2291891
16:16,9655,6254792.88 LKR,3.21,5677956.2 LKR,2291902
16:17,10916,9356858.61 LKR,6.47,23782530.68 LKR,2291913
16:18,11708,8210619.27 LKR,25.84,35656604.59 LKR,2291926
16:18,11818,7975075.28 LKR,1.42,648991.07 LKR,2291952
16:18,9982,8186901.01 LKR,2.23,4325787.33 LKR,2291962
16:19,10995,7058234.93 LKR,1.25,399437.31 LKR,2291974
16:19,14698,6947881.87 LKR,12.38,19677145.75 LKR,2291987
16:20,16118,6178772.28 LKR,11.43,21549597.28 LKR,2292006
16:20,17291,6709200.53 LKR,1.16,0 LKR,2292024
16:21,13376,5479468.12 LKR,6.19,13968880.26 LKR,2292035
16:21,17995,7231725.57 LKR,1.71,838864.88 LKR,2292047
16:22,17244,7440300.43 LKR,3.15,7769855.62 LKR,2292060
16:22,18702,8873683.16 LKR,1.46,535145.49 LKR,2292073
16:22,18015,9612092.07 LKR,2.14,4514655 LKR,2292082
16:23,18702,8940589.89 LKR,2.44,3893744.32 LKR,2292093
16:23,19701,10178577.83 LKR,1.52,533869.49 LKR,2292105
16:23,18330,10115065.28 LKR,2.61,7975164.89 LKR,2292114
16:24,19501,10556352.99 LKR,1.92,2789566.09 LKR,2292127
16:24,18510,10162082.3 LKR,4.09,16918536.97 LKR,2292137
16:25,19158,8914045.84 LKR,1.4,660522 LKR,2292151
16:25,17738,10253679.04 LKR,1.3,232106.02 LKR,2292161
16:25,15883,9386285.9 LKR,1.39,0 LKR,2292170
16:25,15901,11992950.53 LKR,1.07,0 LKR,2292178
16:26,14867,13601676.45 LKR,1,0 LKR,2292188
16:26,15453,13217707.32 LKR,2.4,3933873.81 LKR,2292198
16:26,16821,10310224.48 LKR,2.3,4985622.61 LKR,2292209
16:27,16442,10539268.76 LKR,2.57,10192709.37 LKR,2292221
16:27,16641,9569579 LKR,1.04,0 LKR,2292233
16:27,14182,7524104.07 LKR,1.23,0 LKR,2292243
16:28,12556,7754837.04 LKR,4.59,11952256.26 LKR,2292254
16:29,7422,3974633.73 LKR,4.77,6399036.75 LKR,2292271
16:29,8547,4457948.89 LKR,6,10225307.96 LKR,2292282
16:29,8395,3470839.28 LKR,1.96,1047325.85 LKR,2292298
16:30,7490,3214005.49 LKR,1.43,373425.18 LKR,2292307
16:30,6711,2237501.59 LKR,2.24,871691.57 LKR,2292319
16:30,8531,2973298.6 LKR,1.01,0 LKR,2292332
16:31,8165,3798845.07 LKR,2.77,4064406.68 LKR,2292342
16:31,8690,3461655.41 LKR,1.45,242013.37 LKR,2292353
16:32,7537,3407086.57 LKR,25.62,13189630.39 LKR,2292361
16:32,8524,3130311.96 LKR,4.59,5169734.93 LKR,2292381
16:33,8013,2573318.11 LKR,5.75,5192326.11 LKR,2292396
16:33,8289,3663043.35 LKR,3.02,3386483.88 LKR,2292409
16:33,8195,3115619.47 LKR,1.05,0 LKR,2292423
16:34,6655,3624890.64 LKR,4.21,5903002.04 LKR,2292432
16:34,9344,4469869.03 LKR,2.47,3083743.28 LKR,2292447
16:35,8802,3580465.48 LKR,1.96,1299356.91 LKR,2292457
16:35,8563,3537172.49 LKR,1.29,364849.3 LKR,2292469
16:35,7874,3976259.28 LKR,1.16,103200.54 LKR,2292480
16:36,7761,5205119.51 LKR,6.05,10088863.5 LKR,2292490
16:36,10177,5862413 LKR,2.42,3991281.22 LKR,2292505
16:37,9311,4325102.41 LKR,20.57,14831551.27 LKR,2292516
16:37,9803,3661633.66 LKR,3.93,5839799.84 LKR,2292536
16:38,9096,3470742.88 LKR,1,0 LKR,2292550
16:38,8642,5057380.34 LKR,1.01,0 LKR,2292556
16:38,8373,5199264.06 LKR,1.18,0 LKR,2292566
16:38,8381,5020827.33 LKR,1.34,56299.22 LKR,2292576
16:39,8884,4699485.1 LKR,1.53,392441.14 LKR,2292585
16:39,8950,5510752.41 LKR,1.15,0 LKR,2292595
16:40,8132,7550838.73 LKR,3.24,6226292.15 LKR,2292603
16:40,10013,5283241.52 LKR,2.33,1929019.46 LKR,2292618
16:41,9314,4870048.32 LKR,16.01,20831033.57 LKR,2292631
16:41,9800,5769924.16 LKR,1.17,401540.94 LKR,2292653
16:41,7449,4483208.98 LKR,1.42,480165.88 LKR,2292661
16:41,7304,3391683.78 LKR,1.02,0 LKR,2292671
16:42,7595,5119095.62 LKR,1.63,802089.97 LKR,2292679
16:42,12520,7000773.94 LKR,3.77,9518234.47 LKR,2292696
16:43,13374,6766882.34 LKR,1.6,1665077.52 LKR,2292708
16:43,11694,6147905.23 LKR,1.66,1254798.88 LKR,2292719
16:43,12177,7867975.68 LKR,2.78,7804902.36 LKR,2292728
16:44,14737,7904074.24 LKR,5.2,16294520.71 LKR,2292740
16:44,14372,7636637.2 LKR,1.08,102527.09 LKR,2292753
16:45,12361,6896752.34 LKR,7.67,19529115.73 LKR,2292762
16:45,14204,6958171.2 LKR,13.4,23012888.49 LKR,2292777
16:46,13365,5809076.68 LKR,1.08,0 LKR,2292794
16:46,11613,5822112.29 LKR,1.03,29481.28 LKR,2292803
16:46,11328,5257866.1 LKR,1.84,1453998.72 LKR,2292812
16:47,13602,8551327.88 LKR,1.76,1213094.99 LKR,2292823
16:47,13823,9716982.57 LKR,1.1,259035 LKR,2292831
16:47,12753,9068482.91 LKR,1.93,2022257.11 LKR,2292842
16:48,14072,10861806.2 LKR,1.84,2358049.85 LKR,2292850
16:48,8555,4635054.79 LKR,5.13,9936336.87 LKR,2292861
16:49,10812,5555139.95 LKR,6.25,13651736.17 LKR,2292874
16:49,9931,4164171.18 LKR,1.02,0 LKR,2292890
16:49,8031,3135222.26 LKR,2.33,1607281.35 LKR,2292897
16:50,10478,4867535.62 LKR,1.57,620840.07 LKR,2292911
16:50,9937,5810523.67 LKR,3.11,7490142.24 LKR,2292922
16:50,10881,6721042.48 LKR,3.48,9512605.37 LKR,2292935
16:51,10834,4892818.13 LKR,12.08,20448739.19 LKR,2292949
16:51,10128,3478982.84 LKR,1.13,0 LKR,2292968
16:52,8249,3321094.56 LKR,2.03,611267.62 LKR,2292976
16:52,10163,4301231.48 LKR,2.68,2794511.26 LKR,2292985
16:53,11378,4776656.38 LKR,25.6,20171890.16 LKR,2292997
16:53,10562,3403430.51 LKR,3.03,2611384.18 LKR,2293017
16:54,9874,5634772.37 LKR,1.2,331556.19 LKR,2293029
16:54,8314,4012885.58 LKR,2.2,1215630.28 LKR,2293040
16:54,11048,6858207.96 LKR,1.03,0 LKR,2293048
16:55,10601,5673605.14 LKR,1.09,113092.81 LKR,2293056
16:55,9775,5812242.67 LKR,2.22,1105898.75 LKR,2293065
16:55,12122,7995961.34 LKR,1.44,271704.96 LKR,2293076
16:56,10956,7406094.02 LKR,1.06,0 LKR,2293086
16:56,9920,5344813.29 LKR,1.65,442230.41 LKR,2293095
16:56,10052,5661684.21 LKR,1.72,893647.91 LKR,2293104
16:57,9779,5548295.69 LKR,1.99,1360853.75 LKR,2293116
16:57,9998,6351089.35 LKR,1.53,478327.38 LKR,2293126
16:57,11942,8218339.01 LKR,6.36,18018847.04 LKR,2293131
16:58,8321,5016842.84 LKR,6.32,12009998.11 LKR,2293143
16:58,9533,3990322.79 LKR,24.01,16329451.59 LKR,2293160
16:59,9678,4258741.58 LKR,11.22,16304424.45 LKR,2293180
16:59,10397,4939349.21 LKR,2.7,2901927.59 LKR,2293195
17:00,8879,3562641.92 LKR,3.97,5680070.37 LKR,2293206
17:00,10560,5750281.67 LKR,1.67,842223.52 LKR,2293220
17:00,8997,4508877.69 LKR,1.62,1349986.34 LKR,2293232
17:01,9326,5398175.84 LKR,2.82,4805966.62 LKR,2293240
17:01,11228,5501630.71 LKR,1.05,0 LKR,2293255
17:01,9830,4285232.12 LKR,1.22,0 LKR,2293263
17:02,8871,4535154.04 LKR,1.1,95057.24 LKR,2293273
17:02,8555,4291773.81 LKR,7.06,10420077.92 LKR,2293281
17:03,12053,4828066.14 LKR,3.29,4950736.24 LKR,2293295
17:03,11176,4573618.28 LKR,3.26,5194191.7 LKR,2293306
17:03,11221,4315699.71 LKR,1.14,116109.67 LKR,2293318
17:04,9247,3554311.91 LKR,1.69,651348.16 LKR,2293328
17:04,10493,4607260.75 LKR,9.36,13183271.31 LKR,2293337
17:05,12434,4996219.79 LKR,1.46,350321.82 LKR,2293356
17:05,10621,4745332.85 LKR,21.73,18138149.35 LKR,2293367
17:06,12135,5902755.66 LKR,1.72,1513928.57 LKR,2293388
17:06,10863,5853446.14 LKR,5.28,11348558.61 LKR,2293398
17:07,11931,6220751.68 LKR,26.83,20516177.83 LKR,2293412
17:07,13995,6812445.76 LKR,15.36,24534641.4 LKR,2293431
17:08,13459,7064279.31 LKR,1.37,561331.76 LKR,2293449
17:08,11355,6167253.58 LKR,1.56,918823.83 LKR,2293459
17:09,11928,7232581.59 LKR,7.68,19996607.96 LKR,2293471
17:09,14477,8115403.13 LKR,2.89,5468748.94 LKR,2293486
17:09,14051,10003775.1 LKR,1.41,1468430.98 LKR,2293498
17:10,13285,6165230.42 LKR,13.52,21279091.55 LKR,2293508
17:10,15634,9007863.42 LKR,3.64,6456147.37 LKR,2293527
17:11,12712,5776461.07 LKR,1.12,55130.51 LKR,2293552
17:12,10666,4855128.19 LKR,1.92,1421098.15 LKR,2293561
17:12,13752,6841601.75 LKR,1,0 LKR,2293571
17:12,14270,7685066.93 LKR,2.6,5348777.48 LKR,2293579
17:13,15815,8599267.89 LKR,1.62,1401985.58 LKR,2293592
17:13,14314,9425428.23 LKR,1.67,2007107.18 LKR,2293602
17:13,14219,9422355.33 LKR,1.08,155531.43 LKR,2293610
17:14,13172,9520766.44 LKR,1.25,806255.51 LKR,2293620
17:14,12067,9111797.76 LKR,1.65,1061225.98 LKR,2293631
17:14,12333,12645077.56 LKR,1.2,1181736.67 LKR,2293641
17:15,10951,9131445.76 LKR,2.62,9965939.74 LKR,2293649
17:15,13206,10081678.8 LKR,1.19,369497.19 LKR,2293661
17:15,11275,9754214.88 LKR,7.99,24505559.68 LKR,2293671
17:16,13753,8089624.29 LKR,1.24,308066.78 LKR,2293690
17:16,12313,9087516.54 LKR,1.64,1413015.31 LKR,2293699
17:16,11603,8839259.76 LKR,1.68,1275733.57 LKR,2293711
17:17,15391,8392708.51 LKR,1.13,8.06 LKR,2293724
17:17,12297,6071963.16 LKR,1,0 LKR,2293734
17:18,12136,6621790.31 LKR,24.83,30892743.97 LKR,2293741
17:18,14258,6255836.94 LKR,2.16,4304336.65 LKR,2293765
17:19,12487,5401462.17 LKR,2.27,3637515.31 LKR,2293775
17:19,12769,6025767.25 LKR,1.17,0 LKR,2293789
17:19,10845,4894740.62 LKR,7.23,11279290.97 LKR,2293797
17:20,13827,6255048.61 LKR,3.34,7485274.11 LKR,2293814
17:20,13218,5639465.85 LKR,1.84,1337564.98 LKR,2293826
17:21,12253,5068683.38 LKR,1.47,944070.17 LKR,2293837
17:21,11851,4846984.46 LKR,1.71,677833.38 LKR,2293848
17:21,14381,8334669.1 LKR,1.05,68692.6 LKR,2293863
17:22,13312,7487195.59 LKR,1.71,919831.11 LKR,2293869
17:23,16160,9559020.05 LKR,34.54,34935123.61 LKR,2293879
17:23,17054,9295497.95 LKR,3.21,6446863.78 LKR,2293908
17:23,15686,9349229.81 LKR,3.32,8207610.76 LKR,2293924
17:24,16530,10915819.11 LKR,1.26,410058.77 LKR,2293937
17:24,13559,7091780.27 LKR,1.38,313375.05 LKR,2293946
17:24,14370,8521829.99 LKR,1.43,1053794.47 LKR,2293955
17:25,15506,11939781.02 LKR,1.46,1042588.86 LKR,2293962
17:25,15604,10807005.75 LKR,1.52,582582.46 LKR,2293973
17:26,12674,4479884.78 LKR,4.1,6427030.78 LKR,2294007
17:27,12211,4840102.92 LKR,1.59,1036290.82 LKR,2294019
17:27,10556,4960211.52 LKR,1.4,948260.42 LKR,2294032
17:27,11047,5184493.67 LKR,1.67,1728875.49 LKR,2294043
17:28,12732,6557052.59 LKR,2.93,7176951.49 LKR,2294052
17:28,14278,6697716.2 LKR,1.73,1709307.07 LKR,2294062
17:28,13187,4905675.53 LKR,1.25,0 LKR,2294074
17:29,12415,4800019.9 LKR,1.77,586207.98 LKR,2294084
17:29,13125,6184563.53 LKR,3.72,9286213.64 LKR,2294095
17:30,14499,7769138.46 LKR,3.24,9462347.98 LKR,2294104
17:30,13630,5086070.93 LKR,1.18,246883.15 LKR,2294117
17:30,11748,4217085.53 LKR,1.61,651027.31 LKR,2294127
17:31,12283,4966723.34 LKR,1.11,149615.51 LKR,2294138
17:31,11700,5250630.63 LKR,1.26,50576.26 LKR,2294145
17:31,10667,4680051.7 LKR,4.41,7039605.04 LKR,2294156
17:32,13379,6988166.2 LKR,1.3,624570.2 LKR,2294169
17:32,11433,5548645.8 LKR,13.48,19423812.53 LKR,2294178
17:33,12168,5489054.57 LKR,3.26,7665684.68 LKR,2294193
17:33,11175,5344625.23 LKR,1,0 LKR,2294208
17:33,11360,6927226.13 LKR,2.49,3029206.99 LKR,2294216
17:34,12399,8204387.03 LKR,2.12,3168111.06 LKR,2294229
17:34,12255,5957437.49 LKR,3.43,6095125.35 LKR,2294239
17:34,12664,5956848.43 LKR,1.09,76032.99 LKR,2294252
17:35,9864,5450790.98 LKR,1.05,0 LKR,2294261
17:35,10244,6106049.24 LKR,1.39,601631.7 LKR,2294266
17:35,10299,7191304.3 LKR,1,0 LKR,2294277
17:36,10830,9119653.34 LKR,2.38,3630902.95 LKR,2294282
17:36,11421,9659209.21 LKR,1.02,0 LKR,2294295
17:36,9653,6967381.64 LKR,1.43,215403.6 LKR,2294302
17:37,8865,10119025.68 LKR,3.98,11055105.39 LKR,2294313
17:37,10353,8201738.71 LKR,2.21,2962222.26 LKR,2294327
17:38,9931,9873883.54 LKR,4.86,17431224.09 LKR,2294338
17:38,10415,7632201.68 LKR,2.66,3901276.51 LKR,2294350
17:38,10123,8175756.48 LKR,2.51,5884177.55 LKR,2294362
17:39,10425,7369076.24 LKR,2.71,3795912.31 LKR,2294370
17:39,10792,8084189.59 LKR,3.64,6230576.04 LKR,2294385
17:40,11076,7527594.02 LKR,1.89,2080616.56 LKR,2294395
17:40,9784,7358480.97 LKR,2.09,3227486.44 LKR,2294408
17:40,10851,7727187.73 LKR,4.27,9581550.1 LKR,2294418
17:41,11559,6968022.79 LKR,1.04,0 LKR,2294428
17:41,10138,7154600.57 LKR,2.15,2699134.86 LKR,2294436
17:41,11384,8774904.55 LKR,1.12,0 LKR,2294449
17:42,10175,8430418.27 LKR,2.45,4737014.87 LKR,2294458
17:42,11176,6108366.17 LKR,1.13,186077.74 LKR,2294470
17:42,9819,6624484.23 LKR,1.4,1395878.04 LKR,2294478
17:43,9470,7126454.38 LKR,1.21,116130.05 LKR,2294487
17:43,8507,6442012.42 LKR,1.38,431325.74 LKR,2294496
17:43,7938,7627821.21 LKR,1.33,1133509.91 LKR,2294508
17:44,7569,8496720.74 LKR,6.83,15424388.7 LKR,2294519
17:44,9741,6931138.02 LKR,2.43,4222548.51 LKR,2294535
18:59,15493,10452655.83 LKR,1.12,365074.2 LKR,2296786
18:59,13550,10940396.07 LKR,19.09,30897796.47 LKR,2296796
19:00,15874,9865148.83 LKR,1.3,1863050.23 LKR,2296817
19:00,13742,9366696.54 LKR,1.02,0 LKR,2296829
19:00,14343,9063174.53 LKR,2.11,5443588.8 LKR,2296835
19:01,16725,11123159.8 LKR,23.62,30390088.22 LKR,2296847
19:01,15058,9091847.73 LKR,1.18,174142.7 LKR,2296870
19:02,12477,9038859.3 LKR,1.43,1923966.22 LKR,2296877
19:02,13123,7477600.63 LKR,1.44,633565.29 LKR,2296892
19:03,11602,7316963.17 LKR,3.43,10450707.99 LKR,2296900
19:03,12919,6872309.88 LKR,1.22,125837.39 LKR,2296914
19:03,11079,6310111.34 LKR,3.53,9056349.14 LKR,2296923
19:04,12263,5549515.72 LKR,1.46,525885.9 LKR,2296934
19:04,11718,5752986.59 LKR,9.09,16248450.71 LKR,2296946
19:04,12244,5488914.97 LKR,1.15,0 LKR,2296963
19:05,10354,4505757.04 LKR,1.14,0 LKR,2296970
19:05,9768,4336029.84 LKR,5.45,7497621.61 LKR,2296981
19:06,12236,5361864.82 LKR,2.86,5546232.52 LKR,2296994
19:06,11859,5344814.42 LKR,6.23,13714421.73 LKR,2297003
19:06,11875,4634952.9 LKR,1.51,407212.02 LKR,2297022
19:07,10666,4757389.21 LKR,1.05,0 LKR,2297031
19:07,10099,4892404.24 LKR,7.7,12157736.15 LKR,2297040
19:08,12625,4575201.96 LKR,1.8,1086624.02 LKR,2297054
19:08,11925,4831008.46 LKR,1,0 LKR,2297065
19:08,11722,4960392.65 LKR,1,0 LKR,2297074
19:08,11673,6768730.38 LKR,1.2,23459.71 LKR,2297080
19:09,10804,6313269.06 LKR,2.21,2164964 LKR,2297090
19:09,12690,7059951.2 LKR,1.44,845774.78 LKR,2297100
19:09,10532,6020754.79 LKR,1.13,0 LKR,2297111
19:10,9021,5654132.52 LKR,1.62,333079.81 LKR,2297120
19:10,9530,4900043.79 LKR,1.25,333634.68 LKR,2297131
19:11,8042,4214133.84 LKR,2.7,2584508.15 LKR,2297141
19:11,9745,4937326.76 LKR,1.88,1551005.72 LKR,2297152
19:11,9133,4617377.24 LKR,1.64,656209.33 LKR,2297165
19:12,8091,3757501.71 LKR,1.05,23935.16 LKR,2297177
19:12,7008,3356039.41 LKR,6.83,7454449.55 LKR,2297182
19:12,9147,3997290.92 LKR,1.82,1439451.86 LKR,2297199
19:13,8417,3256277.97 LKR,2.68,2452264.52 LKR,2297212
19:13,8984,3678499.89 LKR,1.02,0 LKR,2297222
19:13,7998,3389124.42 LKR,1.25,122546.36 LKR,2297231
19:14,7205,3522233.61 LKR,17.47,12074556.33 LKR,2297240
19:14,8633,5233006.61 LKR,1,0 LKR,2297258
19:15,7948,5572626.37 LKR,4.94,6666683.52 LKR,2297266
19:15,8908,4962315.07 LKR,1.33,314954.72 LKR,2297281
19:16,8433,4753813.36 LKR,13.64,15240795.98 LKR,2297291
19:16,8380,3005507.54 LKR,1.06,0 LKR,2297307
19:16,7996,3075803.05 LKR,4.44,5037487.35 LKR,2297316
19:17,9057,2925600.35 LKR,1.34,191659.84 LKR,2297328
19:18,9228,3592553.05 LKR,30.34,14362852.63 LKR,2297340
